,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
45,Robert Bortuzzo,"NYI, STL",D,35,3/18/1989,Thunder Bay,ON,CAN,CAN,76,216,2007,PIT,3,17,78
277,Robert Hagg,ANA,D,29,2/8/1995,Uppsala,,SWE,SWE,74,210,2013,PHI,2,11,41
559,Robert Thomas,STL,C,24,7/2/1999,Aurora,ON,CAN,CAN,72,218,2017,STL,1,20,20
807,Roby Jarventie,OTT,L,21,8/8/2002,Tampere,,FIN,FIN,74,184,2020,OTT,2,2,33
61,Roman Josi,NSH,D,34,6/1/1990,Bern,,CHE,CHE,73,201,2008,NSH,2,8,38
695,Ronnie Attard,PHI,D,25,3/20/1999,White Lake,MI,USA,USA,75,208,2019,PHI,3,10,72
403,Roope Hintz,DAL,C,27,11/17/1996,Tampere,,FIN,FIN,75,215,2015,DAL,2,19,49
509,Ross Colton,COL,C,27,9/11/1996,Robbinsville,NJ,USA,USA,72,194,2016,T.B,4,27,118
303,Ross Johnston,ANA,L,30,2/18/1994,Charlottetown,PE,CAN,CAN,77,230,-,-,-,-,-
362,Rourke Chartier,OTT,C,28,4/3/1996,Saskatoon,SK,CAN,CAN,71,190,2014,S.J,5,29,149
664,Ruslan Iskhakov,NYI,C,23,7/22/2000,Moscow,,RUS,RUS,69,165,2018,NYI,2,12,43
309,Ryan Carpenter,S.J,C,33,1/18/1991,Oviedo,FL,USA,USA,73,198,-,-,-,-,-
342,Ryan Donato,CHI,C,28,4/9/1996,Boston,MA,USA,USA,72,190,2014,BOS,2,26,56
269,Ryan Graves,PIT,D,29,5/21/1995,Yarmouth,NS,CAN,CAN,77,220,2013,NYR,4,19,110
274,Ryan Hartman,MIN,R,29,9/20/1994,Hilton Head Isl.,SC,USA,USA,72,197,2013,CHI,1,30,30
134,Ryan Johansen,COL,C,31,7/31/1992,Vancouver,BC,CAN,CAN,75,218,2010,CBJ,1,4,4
718,Ryan Johnson,BUF,D,22,7/24/2001,,,USA,,72,170,2019,BUF,1,31,31
461,Ryan Lindgren,NYR,D,26,2/11/1998,Burnsville,MN,USA,USA,72,190,2016,BOS,2,19,49
450,Ryan Lomberg,FLA,L,29,9/12/1994,Richmond Hill,ON,CAN,CAN,69,187,-,-,-,-,-
48,Ryan McDonagh,NSH,D,35,6/13/1989,St. Paul,MN,USA,USA,73,215,2007,MTL,1,12,12
622,Ryan McLeod,EDM,C,24,9/21/1999,Mississauga,ON,CAN,CAN,74,207,2018,EDM,2,9,40
170,Ryan Nugent-Hopkins,EDM,C,31,4/12/1993,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
75,Ryan O'Reilly,NSH,C,33,2/7/1991,Clinton,ON,CAN,CAN,73,207,2009,COL,2,3,33
572,Ryan Poehling,PHI,C,25,1/3/1999,Lakeville,MN,USA,USA,74,196,2017,MTL,1,25,25
299,Ryan Pulock,NYI,D,29,10/6/1994,Dauphin,MB,CAN,CAN,74,216,2013,NYI,1,15,15
20,Ryan Reaves,TOR,R,37,1/20/1987,Winnipeg,MB,CAN,CAN,74,225,2005,STL,5,31,156
435,Ryan Shea,PIT,D,27,2/11/1997,Milton,MA,USA,USA,74,200,2015,CHI,4,30,121
173,Ryan Strome,ANA,C,30,7/11/1993,Mississauga,ON,CAN,CAN,73,191,2011,NYI,1,5,5
1,Ryan Suter,DAL,D,39,1/21/1985,Madison,WI,USA,USA,73,205,2003,NSH,1,7,7
856,Ryan Winterton,SEA,C,20,9/4/2003,Markham,ON,CAN,CAN,74,175,2021,SEA,3,3,67
864,Ryker Evans,SEA,D,22,12/13/2001,Calgary,AB,CAN,CAN,71,189,2021,SEA,2,3,35
319,Sam Bennett,FLA,C,27,6/20/1996,Holland Landing,ON,CAN,CAN,73,195,2014,CGY,1,4,4
142,Sam Carrick,"ANA, EDM",C,32,2/4/1992,Markham,ON,CAN,CAN,72,200,2010,TOR,5,24,144
789,Sam Colangelo,ANA,R,22,12/26/2001,Stoneham,MA,USA,USA,74,205,-,-,-,-,-
39,Sam Gagner,EDM,C,34,8/10/1989,London,ON,CAN,CAN,71,201,2007,EDM,1,6,6
355,Sam Lafferty,VAN,C,29,3/6/1995,Hollidaysburg,PA,USA,USA,73,195,2014,PIT,4,23,113
916,Sam Malinski,COL,D,25,7/27/1998,,,USA,,71,190,-,-,-,-,-
727,Sam Poulin,PIT,R,23,2/25/2001,Blainville,QC,CAN,CAN,73,208,2019,PIT,1,21,21
317,Sam Reinhart,FLA,C,28,11/6/1995,West Vancouver,BC,CAN,CAN,74,193,2014,BUF,1,2,2
473,Sam Steel,DAL,C,26,2/3/1998,Ardrossan,AB,CAN,CAN,71,184,2016,ANA,1,30,30
364,Sammy Blais,STL,L,27,6/17/1996,Montmagny,QC,CAN,CAN,74,206,2014,STL,6,26,176
599,Sammy Walker,MIN,C,25,6/7/1999,Edina,MN,USA,USA,70,180,2017,T.B,7,14,200
707,Samuel Bolduc,NYI,D,23,12/9/2000,Laval,QC,CAN,CAN,76,220,2019,NYI,2,26,57
687,Samuel Fagemo,"L.A, NSH",L,24,3/14/2000,Goteborg,,SWE,SWE,72,200,2019,L.A,2,19,50
491,Samuel Girard,COL,D,26,5/12/1998,Roberval,QC,CAN,CAN,70,170,2016,NSH,2,17,47
446,Samuel Laberge,N.J,L,27,4/10/1997,Chateauguay,QC,CAN,CAN,74,206,-,-,-,-,-
748,Santeri Hatakka,N.J,D,23,1/15/2001,Riihimaki,,FIN,FIN,73,191,2019,S.J,6,29,184
200,Scott Laughton,PHI,C,30,5/30/1994,Oakville,ON,CAN,CAN,73,190,2012,PHI,1,20,20
163,Scott Mayfield,NYI,D,31,10/14/1992,St. Louis,MO,USA,USA,77,220,2011,NYI,2,4,34
837,Scott Morrow,CAR,D,21,11/1/2002,,,USA,,74,195,2021,CAR,2,8,40
673,Scott Perunovich,STL,D,25,8/18/1998,Hibbing,MN,USA,USA,70,175,2018,STL,2,14,45
246,Scott Sabourin,S.J,R,31,7/30/1992,Orleans,ON,CAN,CAN,75,208,-,-,-,-,-
176,Sean Couturier,PHI,C,31,12/7/1992,Phoenix,AZ,USA,CAN,75,211,2011,PHI,1,8,8
607,Sean Durzi,ARI,D,25,10/21/1998,Mississauga,ON,CAN,CAN,72,195,2018,TOR,2,21,52
156,Sean Kuraly,CBJ,C,31,1/20/1993,Dublin,OH,USA,USA,74,213,2011,S.J,5,12,133
291,Sean Monahan,"MTL, WPG",C,29,10/12/1994,Brampton,ON,CAN,CAN,74,196,2013,CGY,1,6,6
605,Sean Walker,"COL, PHI",D,29,11/13/1994,Keswick,ON,CAN,CAN,71,195,-,-,-,-,-
392,Sebastian Aho,CAR,C,26,7/26/1997,Rauma,,FIN,FIN,72,176,2015,CAR,2,5,35
594,Sebastian Aho,NYI,D,28,2/17/1996,Umea,,SWE,SWE,70,186,2017,NYI,5,15,139
776,Seth Jarvis,CAR,C,22,2/1/2002,Winnipeg,MB,CAN,CAN,70,175,2020,CAR,1,13,13
289,Seth Jones,CHI,D,29,10/3/1994,Arlington,TX,USA,USA,76,213,2013,NSH,1,4,4
809,Shakir Mukhamadullin,S.J,D,22,1/10/2002,,,RUS,,76,178,2020,N.J,1,20,20
564,Shane Bowers,N.J,C,24,7/30/1999,Halifax,NS,CAN,CAN,74,186,2017,OTT,1,28,28
730,Shane Pinto,OTT,C,23,11/12/2000,Franklin Square,NY,USA,USA,75,201,2019,OTT,2,1,32
894,Shane Wright,SEA,C,20,1/5/2004,Burlington,ON,CAN,CAN,72,192,2022,SEA,1,4,4
218,Shayne Gostisbehere,DET,D,31,4/20/1993,Pembroke Pines,FL,USA,USA,71,180,2012,PHI,3,17,78
272,Shea Theodore,VGK,D,28,8/3/1995,Langley,BC,CAN,CAN,74,197,2013,ANA,1,26,26
615,Sheldon Rempal,VGK,R,28,8/7/1995,Calgary,AB,CAN,CAN,70,165,-,-,-,-,-
12,Sidney Crosby,PIT,C,36,8/7/1987,Cole Harbour,NS,CAN,CAN,71,200,2005,PIT,1,1,1
679,Simon Benoit,TOR,D,25,9/19/1998,Laval,QC,CAN,CAN,75,203,-,-,-,-,-
857,Simon Edvinsson,DET,D,21,2/5/2003,Kungsbacka,,SWE,SWE,78,209,2021,DET,1,6,6
734,Simon Holmstrom,NYI,R,23,5/24/2001,Tranas,,SWE,SWE,74,205,2019,NYI,1,23,23
889,Simon Nemec,N.J,D,20,2/15/2004,Liptovsky Mikulas,,SVK,SVK,73,190,2022,N.J,1,2,2
326,Sonny Milano,WSH,L,28,5/12/1996,Massapequa,NY,USA,USA,72,194,2014,CBJ,1,16,16
671,Spencer Stastney,NSH,D,24,1/4/2000,Woodbridge,IL,USA,USA,72,184,2018,NSH,5,7,131
183,Stefan Noesen,CAR,R,31,2/12/1993,Plano,TX,USA,USA,73,205,2011,OTT,1,21,21
444,Steven Lorentz,FLA,C,28,4/13/1996,Kitchener,ON,CAN,CAN,76,206,2015,CAR,7,5,186
53,Steven Stamkos,T.B,C,34,2/7/1990,Markham,ON,CAN,CAN,72,182,2008,T.B,1,1,1
16,T.J. Oshie,WSH,R,37,12/23/1986,Everett,WA,USA,USA,72,187,2005,STL,1,24,24
499,Tage Thompson,BUF,C,26,10/30/1997,Phoenix,AZ,USA,USA,78,220,2016,STL,1,26,26
522,Tanner Jeannot,T.B,L,27,5/29/1997,Estevan,SK,CAN,CAN,74,208,-,-,-,-,-
199,Tanner Pearson,MTL,L,31,8/10/1992,Kitchener,ON,CAN,CAN,73,201,2012,L.A,1,30,30
133,Taylor Hall,CHI,L,32,11/14/1991,Calgary,AB,CAN,CAN,73,210,2010,EDM,1,1,1
489,Taylor Raddysh,CHI,R,26,2/18/1998,Caledon,ON,CAN,CAN,75,198,2016,T.B,2,28,58
228,Teddy Blueger,VAN,C,29,8/15/1994,Riga,,LVA,LVA,72,185,2012,PIT,2,22,52
208,Teuvo Teravainen,CAR,L,29,9/11/1994,Helsinki,,FIN,FIN,71,191,2012,CHI,1,18,18
794,Thomas Bordeleau,S.J,C,22,1/3/2002,Houston,TX,USA,USA,70,175,2020,S.J,2,7,38
414,Thomas Chabot,OTT,D,27,1/30/1997,Sainte-Marie,QC,CAN,CAN,74,195,2015,OTT,1,18,18
724,Thomas Harley,DAL,D,22,8/19/2001,Syracuse,NY,USA,USA,75,205,2019,DAL,1,18,18
787,Tim Stützle,OTT,C,22,1/15/2002,Viersen,,DEU,DEU,72,193,2020,OTT,1,3,3
387,Timo Meier,N.J,R,27,10/8/1996,Herisau,,CHE,CHE,73,220,2015,S.J,1,9,9
568,Timothy Liljegren,TOR,D,25,4/30/1999,Kristianstad,,SWE,SWE,73,192,2017,TOR,1,17,17
66,TJ Brodie,TOR,D,34,6/7/1990,Chatham,ON,CAN,CAN,74,187,2008,CGY,4,23,114
733,Tobias Bjornfot,"FLA, L.A, VGK",D,23,4/6/2001,Upplands Vasby,,SWE,SWE,72,200,2019,L.A,1,22,22
206,Tom Wilson,WSH,R,30,3/29/1994,Toronto,ON,CAN,CAN,76,220,2012,WSH,1,16,16
207,Tomas Hertl,"S.J, VGK",C,30,11/12/1993,Praha,,CZE,CZE,75,215,2012,S.J,1,17,17
315,Tomas Nosek,N.J,L,31,9/1/1992,Pardubice,,CZE,CZE,75,205,-,-,-,-,-
90,Tomas Tatar,"COL, SEA",L,33,12/1/1990,Ilava,,SVK,SVK,70,173,2009,DET,2,30,60
396,Tommy Novak,NSH,C,27,4/28/1997,St. Paul,MN,USA,USA,73,179,2015,NSH,3,24,85
329,Tony DeAngelo,CAR,D,28,10/24/1995,Sewell,NJ,USA,USA,71,180,2014,T.B,1,19,19
190,Torey Krug,STL,D,33,4/12/1991,Livonia,MI,USA,USA,69,194,-,-,-,-,-
152,Travis Boyd,ARI,C,30,9/14/1993,Hopkins,MN,USA,USA,72,190,2011,WSH,6,26,177
384,Travis Dermott,ARI,D,27,12/22/1996,Newmarket,ON,CAN,CAN,72,202,2015,TOR,2,4,34
63,Travis Hamonic,OTT,D,33,8/16/1990,St. Malo,MB,CAN,CAN,73,200,2008,NYI,2,23,53
397,Travis Konecny,PHI,R,27,3/11/1997,London,ON,CAN,CAN,70,175,2015,PHI,1,24,24
327,Travis Sanheim,PHI,D,28,3/29/1996,Elkhorn,MB,CAN,CAN,75,181,2014,PHI,1,17,17
477,Trent Frederic,BOS,C,26,2/11/1998,St. Louis,MO,USA,USA,75,214,2016,BOS,1,29,29
25,Trevor Lewis,L.A,C,37,1/8/1987,Salt Lake City,UT,USA,USA,73,201,2006,L.A,1,17,17
524,Trevor Moore,L.A,L,29,3/31/1995,Thousand Oaks,CA,USA,USA,70,195,-,-,-,-,-
308,Trevor van Riemsdyk,WSH,D,32,7/24/1991,Middletown,NJ,USA,USA,75,191,-,-,-,-,-
702,Trevor Zegras,ANA,C,23,3/20/2001,Bedford,NY,USA,USA,72,185,2019,ANA,1,9,9
608,Trey Fix-Wolansky,CBJ,R,25,5/26/1999,Edmonton,AB,CAN,CAN,67,191,2018,CBJ,7,18,204
884,Tristan Luneau,ANA,D,20,1/12/2004,,,CAN,,73,195,2022,ANA,2,21,53
504,Troy Stecher,"ARI, EDM",D,30,4/7/1994,Richmond,BC,CAN,CAN,70,184,-,-,-,-,-
439,Troy Terry,ANA,R,26,9/10/1997,Denver,CO,USA,USA,72,185,2015,ANA,5,27,148
638,Ty Dellandrea,DAL,C,23,7/21/2000,Toronto,ON,CAN,CAN,73,195,2018,DAL,1,13,13
632,Ty Emberson,S.J,D,24,5/23/2000,Eau Claire,WI,USA,USA,73,195,2018,ARI,3,11,73
759,Tye Kartye,SEA,L,23,4/30/2001,Kingston,ON,CAN,CAN,71,202,-,-,-,-,-
746,Tyler Angle,CBJ,C,23,9/30/2000,Niagara Falls,ON,CAN,CAN,70,166,2019,CBJ,7,26,212
283,Tyler Bertuzzi,TOR,L,29,2/24/1995,Sudbury,ON,CAN,CAN,73,186,2013,DET,2,28,58
71,Tyler Johnson,CHI,C,33,7/29/1990,Spokane,WA,USA,USA,68,185,-,-,-,-,-
778,Tyler Kleven,OTT,D,22,1/10/2002,Fargo,ND,USA,USA,76,200,2020,OTT,2,13,44
253,Tyler Motte,T.B,C,29,3/10/1995,St. Clair,MI,USA,USA,70,192,2013,CHI,4,30,121
57,Tyler Myers,VAN,D,34,2/1/1990,Houston,TX,USA,CAN,80,229,2008,BUF,1,12,12
118,Tyler Pitlick,NYR,C,32,11/1/1991,Minneapolis,MN,USA,USA,74,200,2010,EDM,2,1,31
135,Tyler Seguin,DAL,C,32,1/31/1992,Brampton,ON,CAN,CAN,73,205,2010,BOS,1,2,2
114,Tyler Toffoli,"N.J, WPG","C, R",32,4/24/1992,Scarborough,ON,CAN,CAN,72,203,2010,L.A,2,17,47
661,Tyler Tucker,STL,D,24,3/1/2000,Thunder Bay,ON,CAN,CAN,73,204,2018,STL,7,14,200
91,Tyson Barrie,NSH,D,32,7/26/1991,Victoria,BC,CAN,CAN,71,197,2009,COL,3,3,64
806,Tyson Foerster,PHI,R,22,1/18/2002,Alliston,ON,CAN,CAN,74,194,2020,PHI,1,23,23
481,Tyson Jost,BUF,C,26,3/14/1998,St. Albert,AB,CAN,CAN,71,187,2016,COL,1,10,10
547,Urho Vaakanainen,ANA,D,25,1/1/1999,Joensuu,,FIN,FIN,74,200,2017,BOS,1,18,18
919,Uvis Balinskis,FLA,D,27,8/1/1996,Ventspils,,Lat,,72,196,-,-,-,-,-
295,Valeri Nichushkin,COL,R,29,3/4/1995,Chelyabinsk,,RUS,RUS,76,210,2013,DAL,1,10,10
749,Valtteri Puustinen,PIT,R,25,6/4/1999,Kuopio,,FIN,FIN,69,183,2019,PIT,7,17,203
739,Vasily Podkolzin,VAN,R,22,6/24/2001,Moscow,,RUS,RUS,73,190,2019,VAN,1,10,10
781,Vasily Ponomarev,CAR,C,22,3/13/2002,Moscow,,RUS,RUS,70,180,2020,CAR,2,22,53
78,Victor Hedman,T.B,D,33,12/18/1990,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
484,Victor Mete,PHI,D,26,6/7/1998,Woodbridge,ON,CAN,CAN,69,187,2016,MTL,4,9,100
365,Victor Olofsson,BUF,L,28,7/18/1995,Ornskoldsvik,,SWE,SWE,71,181,2014,BUF,7,1,181
732,Victor Soderstrom,ARI,D,23,2/26/2001,Gavle,,SWE,SWE,71,184,2019,ARI,1,11,11
354,Viktor Arvidsson,L.A,R,31,4/8/1993,Skellefteå,,SWE,SWE,70,185,2014,NSH,4,22,112
383,Vince Dunn,SEA,D,27,10/29/1996,Mississauga,ON,CAN,CAN,72,200,2015,STL,2,26,56
516,Vincent Desharnais,EDM,D,28,5/29/1996,Laval,QC,CAN,CAN,78,215,2016,EDM,7,2,183
866,Vincent Iorio,WSH,D,21,11/14/2002,Coquitlam,BC,CAN,CAN,76,200,2021,WSH,2,23,55
157,Vincent Trocheck,NYR,C,30,7/11/1993,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
529,Vinni Lettieri,MIN,C,29,2/6/1995,Excelsior,MN,USA,USA,70,184,-,-,-,-,-
238,Vinnie Hinostroza,PIT,C,30,4/3/1994,Chicago,IL,USA,USA,70,183,2012,CHI,6,18,169
126,Vladimir Tarasenko,"FLA, OTT",R,32,12/13/1991,Yaroslavl,,RUS,RUS,73,228,2010,STL,1,16,16
442,Vladislav Gavrikov,L.A,D,28,11/21/1995,Yaroslavl,,RUS,RUS,75,221,2015,CBJ,6,8,159
738,Vladislav Kolyachonok,ARI,D,23,5/26/2001,Minsk,,BLR,BLR,73,193,2019,FLA,2,21,52
185,Vladislav Namestnikov,WPG,C,31,11/22/1992,Zhukovskiy,,RUS,RUS,72,179,2011,T.B,1,27,27
832,Walker Duehr,CGY,R,26,11/23/1997,Sioux Falls,SD,USA,USA,74,210,-,-,-,-,-
922,Waltteri Merela,T.B,C,25,7/6/1998,,,FIN,,75,210,-,-,-,-,-
345,Warren Foegele,EDM,L,28,4/1/1996,Markham,ON,CAN,CAN,74,198,2014,CAR,3,7,67
433,Will Borgen,SEA,D,27,12/19/1996,Moorhead,MN,USA,USA,75,204,2015,BUF,4,1,92
805,Will Cuylle,NYR,L,22,2/5/2002,Toronto,ON,CAN,CAN,75,211,2020,NYR,2,29,60
282,William Carrier,VGK,L,29,12/20/1994,LaSalle,QC,CAN,CAN,74,218,2013,STL,2,27,57
838,William Eklund,S.J,L,21,10/12/2002,Stockholm,,SWE,SWE,71,181,2021,S.J,1,7,7
168,William Karlsson,VGK,C,31,1/8/1993,Marsta,,SWE,SWE,72,190,2011,ANA,2,23,53
351,William Lagesson,"ANA, TOR",D,28,2/22/1996,Gothenburg,,SWE,SWE,74,207,2014,EDM,4,1,91
478,William Lockwood,FLA,R,25,6/20/1998,Royal Oak,MI,USA,USA,71,172,2016,VAN,3,3,64
321,William Nylander,TOR,R,28,5/1/1996,Calgary,AB,CAN,SWE,72,204,2014,TOR,1,8,8
851,Wyatt Johnston,DAL,C,21,5/14/2003,Toronto,ON,CAN,CAN,73,185,2021,DAL,1,23,23
812,Wyatt Kaiser,CHI,D,21,7/31/2002,Andover,MN,USA,USA,72,173,2020,CHI,3,19,81
425,Yakov Trenin,"COL, NSH",C,27,1/13/1997,Chelyabinsk,,RUS,RUS,74,201,2015,NSH,2,25,55
808,Yan Kuznetsov,CGY,D,22,3/9/2002,Murmansk,,RUS,RUS,76,209,2020,CGY,2,19,50
192,Yanni Gourde,SEA,C,32,12/15/1991,Saint-Narcisse,QC,CAN,CAN,69,174,-,-,-,-,-
825,Yegor Chinakhov,CBJ,R,23,2/1/2001,Omsk,,RUS,RUS,73,204,2020,CBJ,1,21,21
675,Yegor Sharangovich,CGY,C,26,6/6/1998,Minsk,,BLR,BLR,74,196,2018,N.J,5,17,141
751,Zac Jones,NYR,D,23,10/18/2000,Richmond,VA,USA,USA,70,178,2019,NYR,3,6,68
528,Zach Aston-Reese,DET,C,29,8/10/1994,Staten Island,NY,USA,USA,73,205,-,-,-,-,-
909,Zach Benson,BUF,L,19,5/12/2005,,,CAN,,69,163,2023,BUF,1,13,13
55,Zach Bogosian,"MIN, T.B",D,33,7/15/1990,Massena,NY,USA,USA,74,222,2008,ATL,1,3,3
859,Zach Dean,STL,C,21,1/4/2003,Grande Prairie,AB,CAN,CAN,72,176,-,-,-,-,-
131,Zach Hyman,EDM,L,32,6/9/1992,Toronto,ON,CAN,CAN,73,211,2010,FLA,5,3,123
3,Zach Parise,COL,L,39,7/28/1984,Minneapolis,MN,USA,USA,71,195,2003,N.J,1,17,17
284,Zach Sanford,"ARI, CHI",L,29,11/9/1994,Salem,MA,USA,USA,76,206,2013,WSH,2,31,61
409,Zach Werenski,CBJ,D,26,7/19/1997,Grosse Pointe,MI,USA,USA,74,213,2015,CBJ,1,8,8
612,Zach Whitecloud,VGK,D,27,11/28/1996,Brandon,MB,CAN,CAN,74,207,-,-,-,-,-
850,Zack Bolduc,STL,C,21,2/24/2003,Trois-Rivières,QC,CAN,CAN,72,187,2021,STL,1,17,17
526,Zack MacEwen,OTT,R,27,7/8/1996,Charlottetown,PE,CAN,CAN,75,205,-,-,-,-,-
865,Zack Ostapchuk,OTT,C,21,5/29/2003,St. Albert,AB,CAN,CAN,75,205,2021,OTT,2,7,39
204,Zemgus Girgensons,BUF,L,30,1/5/1994,Riga,,LVA,LVA,74,200,2012,BUF,1,14,14
