Player,Team,Position,GP,TOI,Age,atoi,total_percentile,Skater,team_gp,team_TOI,team_atoi,adj_toi,QoTF,QoTD,Team 1_x,Team 2_x,Team 3_x,adj_toi 1_x,adj_toi 2_x,adj_toi 3_x,QoCF,QoCD,team_no,team_count,Team 1_y,Team 2_y,Team 3_y,adj_toi 1_y,adj_toi 2_y,adj_toi 3_y,QoCF 1,QoCF 2,QoCF 3,QoTF 1,QoTF 2,QoTF 3,QoCD 1,QoCD 2,QoCD 3,QoTD 1,QoTD 2,QoTD 3,toughest_min,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iHDCF,Rush Attempts,Rebounds Created,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs %,CF,CA,GF,GA,GF%,xGF,xGA,HDGF%,PDO
Jimmy Vesey,N.J,L,68,980.83,31.0,14.42,38.77,F,68.0,980.83,14.42,980.56,42.86,0.0,,,,,,,44.39,29.28,1,N.J,,,,,,,,,,,,,,,,,,,116.53,1,2,1,1,3,100.00,9,11.11,0.94,21,4,1,3,3,6,8,10,8,50.00,817,939,24,61,28.24,37.27,48.7,28.57,0.939
Rasmus Sandin,TOR,D,51,864.93,24.0,16.96,30.84,D,51.0,864.93,16.96,864.96,46.67,11.11,,,,,,,34.58,23.42,1,TOR,,,,,,,,,,,,,,,,,,,115.78,0,0,0,0,0,-,0,-,0.01,4,0,0,2,2,0,4,3,2,-,959,708,50,32,60.98,49.18,30.01,58.70,1.019
Nicolas Aube-Kubel,PHI,R,74,726.4,28.0,9.82,20.21,F,7.0,68.75,9.82,726.6800000000001,41.18,37.5,COL,PHI,0,726.6800000000001,726.6800000000001,0.0,22.01,14.86,2,Multi,COL,PHI,0,726.6800000000001,726.6800000000001,0.0,22.61072261072261,22.014051522248245,0.0,13.333333333333334,41.1764705882353,0.0,14.545454545454545,14.864864864864865,0.0,33.33333333333333,37.5,0.0,115.55000000000001,0,0,0,0,0,-,0,-,0.01,3,0,0,0,1,0,5,5,2,50.00,637,666,30,19,61.22,27.48,29.68,59.26,1.029
Evander Kane,EDM,L,43,836.37,32.0,19.45,27.84,F,43.0,836.37,19.45,836.35,35.71,25.0,,,,,,,31.85,20.72,1,EDM,,,,,,,,,,,,,,,,,,,113.28,4,3,1,2,7,63.64,42,9.52,4.53,91,19,3,11,6,3,64,52,6,37.50,977,751,66,30,68.75,59.16,40.41,70.37,1.047
Logan Stanley,WPG,D,58,907.37,26.0,15.64,32.93,D,58.0,907.37,15.64,907.12,33.33,16.67,,,,,,,37.76,24.77,1,WPG,,,,,,,,,,,,,,,,,,,112.53,0,1,0,1,1,50.00,2,0.00,0.06,5,0,1,0,1,0,16,9,3,-,733,1016,31,55,36.05,33.61,56.95,40.38,0.979
Nils Hoglander,VAN,L,60,785.28,23.0,13.09,24.55,F,60.0,785.28,13.09,785.4,28.57,33.33,,,,,,,27.57,18.55,1,VAN,,,,,,,,,,,,,,,,,,,108.02,1,1,0,1,2,66.67,8,12.50,1.49,13,7,0,2,2,4,13,21,1,-,843,678,28,30,48.28,40.3,33.2,50.00,0.984
Max Domi,CAR,C,72,939.2,29.0,13.04,35.48,F,19.0,227.83,11.99,863.28,35.71,14.29,CBJ,CAR,0,966.24,863.28,0.0,34.74,23.08,2,Multi,CBJ,CAR,0,966.24,863.28,0.0,42.35294117647059,34.74178403755869,0.0,46.66666666666667,35.714285714285715,0.0,26.818181818181817,23.076923076923077,0.0,50.0,14.285714285714286,0.0,107.82,1,3,1,2,4,80.00,17,5.88,1.62,30,9,1,6,2,4,5,8,6,67.50,968,851,57,41,58.16,48.72,43.73,62.50,1.031
Simon Benoit,ANA,D,53,746.9,25.0,14.09,22.01,D,53.0,746.9,14.09,746.77,27.78,37.5,,,,,,,24.36,16.14,1,ANA,,,,,,,,,,,,,,,,,,,105.78,0,0,0,0,0,0.00,6,0.00,0.16,15,0,0,0,4,0,32,30,8,-,590,775,24,34,41.38,29.07,36.65,50.00,0.997
Andrew Cogliano,COL,C,74,937.57,37.0,12.67,35.18,F,18.0,198.3,11.02,815.48,20.0,33.33,S.J,COL,0,976.8,815.48,0.0,30.3,19.55,2,Multi,S.J,COL,0,976.8,815.48,0.0,43.42723004694836,30.3030303030303,0.0,60.0,20.0,0.0,27.727272727272727,19.545454545454543,0.0,44.44444444444444,33.33333333333333,0.0,103.17999999999999,0,4,3,1,4,100.00,3,0.00,0.16,6,1,1,1,1,2,5,7,5,40.00,648,994,28,57,32.94,29.49,47.07,31.82,0.967
Sam Lafferty,CHI,"C, R",56,759.98,29.0,13.57,22.75,F,46.0,672.9,14.63,819.2800000000001,37.5,14.29,CHI,PIT,0,819.2800000000001,487.76000000000005,0.0,30.07,20.36,1,Multi,CHI,PIT,0,819.2800000000001,487.76000000000005,0.0,30.06993006993007,9.133489461358314,0.0,37.5,6.25,0.0,20.361990950226243,3.1531531531531534,0.0,14.285714285714286,0.0,0.0,102.22,0,0,0,0,0,0.00,7,0.00,1.38,19,5,1,2,2,0,27,10,0,45.71,536,864,21,50,29.58,26.41,40.0,37.50,0.96
Sean Monahan,CGY,C,65,913.85,29.0,14.06,33.38,F,65.0,913.85,14.06,913.9,37.5,0.0,,,,,,,38.93,25.23,1,CGY,,,,,,,,,,,,,,,,,,,101.66,0,0,0,0,0,0.00,10,0.00,1.05,12,4,0,0,0,1,6,5,3,44.83,1084,718,42,37,53.16,54.0,34.43,58.14,0.979
Brandon Duhaime,MIN,R,80,817.45,27.0,10.22,26.2,F,80.0,817.45,10.22,817.6,35.29,12.5,,,,,,,29.91,20.36,1,MIN,,,,,,,,,,,,,,,,,,,98.06,1,0,0,0,1,50.00,6,16.67,1.22,15,6,0,2,2,0,38,18,6,-,698,802,30,36,45.45,27.11,34.31,40.63,0.997
Ilya Mikheyev,TOR,R,53,808.73,29.0,15.26,25.45,F,53.0,808.73,15.26,808.78,46.67,0.0,,,,,,,28.97,20.27,1,TOR,,,,,,,,,,,,,,,,,,,95.91,0,0,0,0,0,0.00,11,0.00,1.64,26,7,0,2,2,0,9,14,3,50.00,771,627,50,32,60.98,44.21,31.02,61.70,1.024
Calle Jarnkrok,CGY,C,66,1058.42,32.0,16.04,45.06,F,17.0,235.15,13.83,912.78,31.25,0.0,SEA,CGY,0,1108.8,912.78,0.0,39.02,25.23,2,Multi,SEA,CGY,0,1108.8,912.78,0.0,55.94405594405594,39.018691588785046,0.0,66.66666666666666,31.25,0.0,33.333333333333336,25.225225225225227,0.0,25.0,0.0,0.0,95.5,0,0,0,0,0,-,7,0.00,0.74,19,2,0,2,1,0,7,8,3,55.56,1016,919,49,64,43.36,48.75,52.41,43.18,0.965
Cal Clutterbuck,NYI,R,59,828.47,36.0,14.04,27.4,F,59.0,828.47,14.04,828.3599999999999,28.57,14.29,,,,,,,31.22,20.81,1,NYI,,,,,,,,,,,,,,,,,,,94.88999999999999,0,0,0,0,0,-,1,0.00,0.21,5,1,0,0,2,1,15,4,3,0.00,525,797,18,40,31.03,25.24,38.21,33.33,0.971
Max Comtois,ANA,L,52,735.03,25.0,14.14,21.41,F,52.0,735.03,14.14,735.28,27.78,25.0,,,,,,,24.36,15.7,1,ANA,,,,,,,,,,,,,,,,,,,92.84,0,0,0,0,0,-,0,-,0.0,1,0,0,0,0,0,3,1,2,-,703,673,33,44,42.86,33.64,34.53,48.78,0.97
Colin Miller,BUF,D,38,721.32,31.0,18.98,19.61,D,38.0,721.32,18.98,721.24,21.43,33.33,,,,,,,21.78,14.55,1,BUF,,,,,,,,,,,,,,,,,,,91.09,0,1,0,1,1,100.00,3,0.00,0.06,8,0,0,0,1,0,4,4,1,-,589,634,40,37,51.95,26.63,32.34,50.00,1.024
Jesperi Kotkaniemi,CAR,C,66,793.53,23.0,12.02,24.85,F,66.0,793.53,12.02,793.3199999999999,28.57,14.29,,,,,,,28.1,19.46,1,CAR,,,,,,,,,,,,,,,,,,,90.41999999999999,0,1,0,1,1,25.00,15,0.00,1.42,31,5,0,3,2,2,11,20,8,55.81,884,581,42,30,58.33,42.17,31.89,56.52,1.001
Mason Marchment,FLA,L,54,761.93,28.0,14.11,22.9,F,54.0,761.93,14.11,761.9399999999999,25.0,22.22,,,,,,,24.82,18.02,1,FLA,,,,,,,,,,,,,,,,,,,90.06,3,2,1,1,5,83.33,23,13.04,2.28,41,9,3,4,4,13,51,19,6,50.00,861,532,61,28,68.54,50.06,26.63,68.09,1.031
Nick Cousins,NSH,C,68,847.85,30.0,12.47,29.64,F,68.0,847.85,12.47,847.96,16.67,14.29,,,,,,,33.64,22.52,1,NSH,,,,,,,,,,,,,,,,,,,87.12,0,1,1,0,1,33.33,8,0.00,0.54,22,4,2,2,1,5,17,23,7,0.00,841,702,33,33,50.00,40.28,31.67,51.35,0.989
Sam Carrick,ANA,C,64,732.92,32.0,11.45,20.81,F,64.0,732.92,11.45,732.8,22.22,25.0,,,,,,,23.89,15.25,1,ANA,,,,,,,,,,,,,,,,,,,86.36,0,1,1,0,1,50.00,4,0.00,0.34,10,1,0,1,4,0,30,22,2,56.32,598,761,22,40,35.48,25.87,36.4,43.24,0.972
Matt Martin,NYI,L,71,812.3,35.0,11.44,25.9,F,71.0,812.3,11.44,812.24,21.43,14.29,,,,,,,30.05,19.91,1,NYI,,,,,,,,,,,,,,,,,,,85.68,0,0,0,0,0,-,2,0.00,0.37,5,3,0,0,0,1,7,2,3,66.67,599,698,24,25,48.98,26.61,29.0,45.00,1.005
William Carrier,VGK,L,63,732.3,29.0,11.62,20.66,F,63.0,732.3,11.62,732.06,47.06,0.0,,,,,,,22.59,15.84,1,VGK,,,,,,,,,,,,,,,,,,,85.49000000000001,1,0,0,0,1,33.33,9,11.11,0.67,19,3,0,4,1,2,32,9,2,0.00,806,645,36,30,54.55,39.25,31.02,48.72,0.987
T.J. Oshie,WSH,R,44,767.83,37.0,17.45,23.65,F,44.0,767.83,17.45,767.8,41.18,0.0,,,,,,,25.35,18.92,1,WSH,,,,,,,,,,,,,,,,,,,85.45,0,1,1,0,1,50.00,2,0.00,0.1,4,0,0,0,3,2,10,8,1,0.00,786,623,43,37,53.75,43.56,30.25,51.16,0.99
Ryan Reaves,NYR,R,69,734.8,37.0,10.65,21.11,F,69.0,734.8,10.65,734.85,31.25,14.29,,,,,,,23.89,15.77,1,NYR,,,,,,,,,,,,,,,,,,,85.19999999999999,0,1,0,1,1,100.00,2,0.00,0.37,6,2,1,1,0,0,26,5,0,-,440,698,18,31,36.73,19.4,31.17,32.26,0.994
Nicolas Aube-Kubel,COL,R,74,726.4,28.0,9.82,20.21,F,67.0,657.65,9.82,726.6800000000001,13.33,33.33,COL,PHI,0,726.6800000000001,726.6800000000001,0.0,22.61,14.55,1,Multi,COL,PHI,0,726.6800000000001,726.6800000000001,0.0,22.61072261072261,22.014051522248245,0.0,13.333333333333334,41.1764705882353,0.0,14.545454545454545,14.864864864864865,0.0,33.33333333333333,37.5,0.0,83.82,0,0,0,0,0,-,0,-,0.01,3,0,0,0,1,0,5,5,2,50.00,637,666,30,19,61.22,27.48,29.68,59.26,1.029
Tyler Motte,NYR,C,58,812.65,29.0,14.01,26.05,F,9.0,112.97,12.55,727.9000000000001,25.0,14.29,VAN,NYR,0,828.24,727.9000000000001,0.0,22.54,15.32,2,Multi,VAN,NYR,0,828.24,727.9000000000001,0.0,30.679156908665107,22.535211267605632,0.0,42.85714285714286,25.0,0.0,19.457013574660632,15.315315315315315,0.0,44.44444444444444,14.285714285714286,0.0,77.15,1,0,0,0,1,100.00,1,100.00,0.22,7,0,0,1,0,2,9,8,2,50.00,596,885,31,42,42.47,29.68,43.46,41.30,0.998
Michael Amadio,VGK,C,56,681.0,28.0,12.16,16.92,F,53.0,653.52,12.33,690.48,41.18,0.0,VGK,TOR,0,690.48,512.96,0.0,18.4,14.93,1,Multi,VGK,TOR,0,690.48,512.96,0.0,18.39622641509434,9.836065573770492,0.0,41.1764705882353,6.666666666666667,0.0,14.93212669683258,4.504504504504505,0.0,0.0,0.0,0.0,74.50999999999999,1,1,1,0,2,100.00,4,25.00,0.64,9,3,1,2,0,1,2,6,1,61.54,711,587,29,29,50.00,31.46,23.75,51.61,0.98
Steven Lorentz,CAR,C,67,729.53,28.0,10.89,20.36,F,67.0,729.53,10.89,729.63,21.43,14.29,,,,,,,22.72,15.38,1,CAR,,,,,,,,,,,,,,,,,,,73.82,2,1,1,0,3,100.00,6,33.33,0.92,17,4,3,0,3,4,39,32,4,40.68,697,590,23,25,47.92,33.94,27.81,50.00,0.984
Ryan Lomberg,FLA,L,55,627.82,29.0,11.41,14.67,F,55.0,627.82,11.41,627.55,18.75,22.22,,,,,,,15.46,13.06,1,FLA,,,,,,,,,,,,,,,,,,,69.49000000000001,0,0,0,0,0,-,9,0.00,0.48,13,2,0,1,1,0,23,7,3,100.00,645,575,27,32,45.76,29.53,28.76,35.29,0.979
Mark Stone,VGK,R,37,678.7,32.0,18.34,16.62,F,37.0,678.7,18.34,678.58,35.29,0.0,,,,,,,18.12,14.48,1,VGK,,,,,,,,,,,,,,,,,,,67.89,0,0,0,0,0,-,4,0.00,0.53,14,3,1,3,7,1,12,6,2,-,739,602,49,34,59.04,43.09,30.18,55.32,1.01
Joel Kiviranta,DAL,L,56,533.23,28.0,9.52,8.98,F,56.0,533.23,9.52,533.12,14.29,37.5,,,,,,,10.51,5.0,1,DAL,,,,,,,,,,,,,,,,,,,67.3,1,1,1,0,2,66.67,7,14.29,0.96,21,4,2,3,0,1,23,14,3,33.33,458,460,15,22,40.54,22.07,20.68,42.11,0.967
Casey Mittelstadt,BUF,C,40,644.82,25.0,16.12,14.97,F,40.0,644.82,16.12,644.8000000000001,14.29,22.22,,,,,,,16.63,12.73,1,BUF,,,,,,,,,,,,,,,,,,,65.87,2,4,3,1,6,75.00,22,9.09,1.87,30,9,1,2,7,5,15,24,5,45.59,580,514,32,37,46.38,29.45,32.72,33.33,0.979
Connor McMichael,WSH,C,68,711.83,23.0,10.47,18.41,F,68.0,711.83,10.47,711.96,29.41,0.0,,,,,,,20.19,14.86,1,WSH,,,,,,,,,,,,,,,,,,,64.46,1,0,0,0,1,100.00,9,11.11,0.52,18,3,2,0,1,2,2,1,0,44.44,702,637,27,30,47.37,33.75,25.9,53.57,0.978
Braden Schneider,NYR,D,43,665.48,22.0,15.48,15.87,D,43.0,665.48,15.48,665.64,18.75,14.29,,,,,,,17.56,13.51,1,NYR,,,,,,,,,,,,,,,,,,,64.11,0,2,2,0,2,33.33,15,0.00,0.6,51,0,0,5,14,1,29,61,30,-,459,653,26,21,55.32,21.05,30.17,59.26,1.044
Max Pacioretty,VGK,L,39,677.77,35.0,17.38,16.47,F,39.0,677.77,17.38,677.8199999999999,29.41,0.0,,,,,,,18.12,14.48,1,VGK,,,,,,,,,,,,,,,,,,,62.010000000000005,0,0,0,0,0,-,5,0.00,0.7,10,2,1,0,2,3,2,3,0,100.00,814,551,50,26,65.79,45.35,29.47,63.41,1.02
Jonathan Drouin,MTL,L,34,581.22,29.0,17.09,11.98,F,34.0,581.22,17.09,581.06,25.0,12.5,,,,,,,12.85,9.82,1,MTL,,,,,,,,,,,,,,,,,,,60.17,0,1,1,0,1,33.33,4,0.00,0.59,15,1,0,0,3,1,6,2,1,46.15,524,549,25,30,45.45,24.37,31.59,45.45,1.0
Jordan Martinook,CAR,L,59,660.85,31.0,11.2,15.57,F,59.0,660.85,11.2,660.8,14.29,14.29,,,,,,,17.56,13.12,1,CAR,,,,,,,,,,,,,,,,,,,59.26,2,2,2,0,4,66.67,20,10.00,3.01,44,12,1,5,8,4,17,9,3,31.25,693,512,24,25,48.98,28.86,25.99,43.75,0.985
Trent Frederic,BOS,C,60,699.43,26.0,11.66,18.26,F,60.0,699.43,11.66,699.6,21.43,0.0,,,,,,,20.61,14.86,1,BOS,,,,,,,,,,,,,,,,,,,56.9,2,2,0,2,4,50.00,17,11.76,2.42,28,14,0,5,3,5,53,39,10,35.71,572,613,27,21,56.25,28.08,27.66,51.72,1.014
Jesper Boqvist,N.J,C,56,735.0,25.0,13.12,21.26,F,56.0,735.0,13.12,734.7199999999999,14.29,0.0,,,,,,,24.53,16.22,1,N.J,,,,,,,,,,,,,,,,,,,55.04,0,1,1,0,1,50.00,4,0.00,0.4,8,2,1,0,2,1,26,14,4,53.33,665,686,30,38,44.12,30.45,33.03,47.73,0.987
Patrick Brown,PHI,C,44,547.08,32.0,12.43,10.03,F,44.0,547.08,12.43,546.92,23.53,12.5,,,,,,,11.21,7.66,1,PHI,,,,,,,,,,,,,,,,,,,54.900000000000006,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,9,2,1,66.67,397,661,14,43,24.56,15.82,33.6,32.00,0.936
Jack Eichel,VGK,C,34,659.32,27.0,19.39,15.42,F,34.0,659.32,19.39,659.26,23.53,0.0,,,,,,,16.94,13.57,1,VGK,,,,,,,,,,,,,,,,,,,54.040000000000006,1,2,2,0,3,75.00,17,5.88,0.92,33,1,2,2,3,2,10,11,7,50.57,741,567,42,26,61.76,38.75,30.62,62.50,1.016
Sebastian Aho,NYI,D,36,592.38,28.0,16.45,13.02,D,36.0,592.38,16.45,592.1999999999999,14.29,14.29,,,,,,,14.12,10.86,2,NYI,,,,,,,,,,,,,,,,,,,53.559999999999995,3,3,3,0,6,85.71,20,15.00,2.24,43,12,0,4,13,5,19,17,4,43.51,1703,1205,111,68,62.01,107.72,73.36,60.75,1.021
Sebastian Aho,NYI,D,36,592.38,28.0,16.45,13.02,D,36.0,592.38,16.45,592.1999999999999,14.29,14.29,,,,,,,14.12,10.86,2,NYI,,,,,,,,,,,,,,,,,,,53.559999999999995,3,3,3,0,6,85.71,20,15.00,2.24,43,12,0,4,13,5,19,17,4,43.51,480,566,26,30,46.43,21.42,27.01,56.00,1.007
Kaapo Kakko,NYR,R,43,664.17,23.0,15.45,15.72,F,43.0,664.17,15.45,664.35,18.75,0.0,,,,,,,17.56,13.51,1,NYR,,,,,,,,,,,,,,,,,,,49.82,1,1,1,0,2,66.67,18,5.56,1.77,41,5,2,1,2,3,20,16,2,57.14,622,570,34,20,62.96,32.63,27.42,65.52,1.032
Carl Grundstrom,L.A,R,54,588.05,26.0,10.89,12.87,F,54.0,588.05,10.89,588.0600000000001,23.08,0.0,,,,,,,13.58,11.31,1,L.A,,,,,,,,,,,,,,,,,,,47.97,0,0,0,0,0,-,3,0.00,0.11,4,0,0,0,1,0,9,4,1,-,556,495,20,16,55.56,23.37,22.06,59.09,1.009
Anthony Mantha,WSH,R,37,561.25,29.0,15.17,10.63,F,37.0,561.25,15.17,561.29,23.53,0.0,,,,,,,11.97,8.11,1,WSH,,,,,,,,,,,,,,,,,,,43.61,0,0,0,0,0,-,5,0.00,0.31,10,1,1,2,2,1,5,5,1,-,575,421,36,26,58.06,28.38,20.15,54.29,0.992
Thomas Harley,DAL,D,34,465.45,22.0,13.69,5.69,D,34.0,465.45,13.69,465.46,7.14,25.0,,,,,,,7.71,0.91,1,DAL,,,,,,,,,,,,,,,,,,,40.76,0,3,1,2,3,18.75,22,0.00,1.07,56,2,1,6,10,13,11,61,47,-,469,417,17,21,44.74,22.26,19.08,64.71,0.976
Jason Zucker,PIT,L,41,607.63,32.0,14.82,14.07,F,41.0,607.63,14.82,607.62,12.5,0.0,,,,,,,15.19,12.61,1,PIT,,,,,,,,,,,,,,,,,,,40.3,1,2,1,1,3,100.00,13,7.69,1.0,19,5,3,1,1,1,14,11,1,-,605,503,32,27,54.24,31.63,22.34,53.33,0.992
Brett Howden,VGK,C,47,500.82,26.0,10.66,7.04,F,47.0,500.82,10.66,501.02,17.65,0.0,,,,,,,8.71,3.62,1,VGK,,,,,,,,,,,,,,,,,,,29.98,1,1,0,1,2,100.00,7,14.29,1.04,21,5,0,0,0,1,22,8,5,33.33,430,485,27,21,56.25,23.44,22.31,58.62,1.028
Michael McCarron,NSH,R,51,529.85,29.0,10.39,8.68,F,51.0,529.85,10.39,529.89,8.33,0.0,,,,,,,10.28,5.41,1,NSH,,,,,,,,,,,,,,,,,,,24.02,0,0,0,0,0,-,6,0.00,0.74,10,3,0,0,1,1,9,16,6,56.06,432,538,24,20,54.55,19.28,26.42,65.38,1.035
Michael Amadio,TOR,C,56,681.0,28.0,12.16,16.92,F,3.0,27.48,9.16,512.96,6.67,0.0,VGK,TOR,0,690.48,512.96,0.0,9.84,4.5,2,Multi,VGK,TOR,0,690.48,512.96,0.0,18.39622641509434,9.836065573770492,0.0,41.1764705882353,6.666666666666667,0.0,14.93212669683258,4.504504504504505,0.0,0.0,0.0,0.0,21.009999999999998,1,1,1,0,2,100.00,4,25.00,0.64,9,3,1,2,0,1,2,6,1,61.54,711,587,29,29,50.00,31.46,23.75,51.61,0.98
Quinton Byfield,L.A,C,40,486.27,21.0,12.16,6.89,F,40.0,486.27,12.16,486.4,7.69,0.0,,,,,,,8.9,3.17,1,L.A,,,,,,,,,,,,,,,,,,,19.76,0,4,3,1,4,57.14,6,0.00,0.39,20,3,1,3,3,3,11,14,0,50.00,414,402,15,20,42.86,20.34,18.15,31.58,0.981
Sam Lafferty,PIT,"C, R",56,759.98,29.0,13.57,22.75,F,10.0,87.08,8.71,487.76000000000005,6.25,0.0,CHI,PIT,0,819.2800000000001,487.76000000000005,0.0,9.13,3.15,2,Multi,CHI,PIT,0,819.2800000000001,487.76000000000005,0.0,30.06993006993007,9.133489461358314,0.0,37.5,6.25,0.0,20.361990950226243,3.1531531531531534,0.0,14.285714285714286,0.0,0.0,18.53,0,0,0,0,0,0.00,7,0.00,1.38,19,5,1,2,2,0,27,10,0,45.71,536,864,21,50,29.58,26.41,40.0,37.50,0.96
Aliaksei Protas,WSH,C,33,390.5,23.0,11.83,2.84,F,33.0,390.5,11.83,390.39,11.76,0.0,,,,,,,3.99,0.0,1,WSH,,,,,,,,,,,,,,,,,,,15.75,0,2,1,1,2,100.00,8,0.00,0.55,13,2,1,1,1,2,4,5,3,-,381,297,19,13,59.38,17.84,13.28,50.00,1.01
Connor Dewar,MIN,C,35,346.75,24.0,9.91,1.65,F,35.0,346.75,9.91,346.85,5.88,0.0,,,,,,,2.34,0.0,1,MIN,,,,,,,,,,,,,,,,,,,8.219999999999999,0,1,1,0,1,100.00,5,0.00,0.25,9,1,1,1,3,3,14,10,2,0.00,312,306,11,15,42.31,12.16,12.96,33.33,0.973
Dakota Joshua,STL,C,30,254.78,28.0,8.49,0.3,F,30.0,254.78,8.49,254.70000000000002,6.67,0.0,,,,,,,0.23,0.0,1,STL,,,,,,,,,,,,,,,,,,,6.9,2,4,3,1,6,75.00,7,28.57,1.54,16,8,0,4,1,4,71,26,5,40.00,247,219,15,9,62.50,13.12,8.66,70.00,1.019
Nicholas Paul,,L,80,1320.97,29.0,16.51,68.26,F,80.0,1320.97,16.51,1320.8000000000002,,,,,,,,,76.99,51.75,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,100.00,9,11.11,0.72,11,3,2,0,2,2,15,11,4,56.25,1124,1359,43,77,35.83,54.48,69.94,34.78,0.966
